ID,LICENSE ID,LEGAL_NAME,DOING_BUSINESS_AS_NAME,ADDRESS,CITY,STATE,ZIP CODE
2211565-20130316,2228979,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2589714-20180501,2589714,"PALETERIA BAMBI, INC.","PALETERIA BAMBI, INC.",2051 W 47TH ST,CHICAGO,IL,60609
2694909-20200306,2694909,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2211323-20170316,2507512,RAFAEL MAGALLON,RAFAEL MAGLLOM,2215 S KEDZIE AVE,CHICAGO,IL,60623
2917493-20230906,2917493,"EL PUESTITO, INC.","EL PUESTITO, INC.",2300 S THROOP ST,CHICAGO,IL,60608
2252794-20130613,2252794,"J. B. ALBERTO'S PIZZA, INC.",ALBERTO'S PIZZA,1326 W MORSE AVE,CHICAGO,IL,60626
2211563-20190316,2644865,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2211648-20121229,2211648,MR HULK ICE CREAM COMPANY,MR HULK ICE CREAM COMPANY,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2911659-20230629,2911659,NACHO ORDINARY NACHO BISHOPS JUICE LLC,NACHO ORDINARY NACHO BISHOPS JUICE LLC,135 N KEDZIE AVE,CHICAGO,IL,60612
2211491-20200816,2735281,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 8,CHICAGO,IL,60623
2252826-20140316,2314979,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2939461-20231128,2939461,TSIRONIS LLC,IX-CHEL I DREAM IN COLOR FROSEN DELIGHTS,4968 N MILWAUKEE AVE 1ST 1N,CHICAGO,IL,60630
2813313-20220324,2813313,LA FONDITA RE INC.,La Fondita,135 N KEDZIE AVE,CHICAGO,IL,60612
2397122-20231016,2927117,A.SWEETS GIRL LLC,A.SWEETS GIRL LLC,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2211518-20121229,2211518,"BUDDY'S SPECIAL EVENTS, INC.","BUDDY'S SPECIAL EVENTS, INC.",900  GLENCOE TER,LAKE ZURICH,IL,60047
2156811-20120530,2156811,BOMBAY WRAPS CO.,BOMBAY WRAPS,122 N WELLS ST,CHICAGO,IL,60606
2246929-20130816,2268879,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2536224-20220916,2861367,EL BUENO INCORPORATED,EL BUENO TACOS,2300 S THROOP ST,CHICAGO,IL,60608
2211486-20160816,2473505,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 3,CHICAGO,IL,60623
2125404-20111115,2125404,"NIMBU, INC.",THE CURRY CRUISER,2325 W NORTH AVE 1ST,CHICAGO,IL,60647
2211557-20130316,2228985,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2911805-20230614,2911805,CALL ME MOTHER INC.,CALL ME MOTHER INC.,135 N KEDZIE AVE,CHICAGO,IL,60612
2211579-20190316,2644867,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2808534-20220303,2808534,"STAN'S DONUTS CLARK ST., LLC",Stan's Donuts & Coffee,1301 W LAKE ST,CHICAGO,IL,60607
2658802-20190619,2658802,TACO MARIO'S LIMITED,TACO MARIO'S VIN#5B4HP42V443387077 PL#2621843VB,2300 S THROOP ST,CHICAGO,IL,60608
2631696-20190219,2631696,NIKKI RAE'S LLC,NIKKI RAE'S FOOD TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2225622-20130116,2225622,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,25 E CHICAGO AVE,CHICAGO,IL,60611
2477318-20170907,2477318,CLEARWATER HOLDINGS LLC,CHESA'S GLUTEN FREE,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2840766-20220608,2840766,"DONERMEN, LLC","DONERMEN, LLC",135 N KEDZIE AVE,CHICAGO,IL,60612
2246417-20130405,2246417,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST,CHICAGO,IL,60626
2535373-20170703,2535373,"CJK Foods, LLC",Kitchfix,1731 W GRAND AVE 1,CHICAGO,IL,60622
2247012-20150816,2409752,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2211303-20170316,2507459,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2496636-20170622,2496636,ALEX'S CATERING CORP,ALEX'S CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2246930-20130417,2246930,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2887041-20230314,2887041,EL BUENO INCORPORATED,EL BUEN TACO #3,2300 S THROOP AVE,CICERO,IL,60608
2912644-20231219,2912644,"SHAWARMAN, CORP.","SHAWARMAN, CORP.",2300 S THROOP ST,CHICAGO,IL,60608
2423842-20160225,2423842,KOKO'S GRILL LLC,BOB CHA II,2300 S THROOP ST,CHICAGO,IL,60608
2211408-20121229,2211408,MARIA O MORENO,PALETERIA ALEX,5420 W FULLERTON AVE,CHICAGO,IL,60639
2211308-20130316,2226188,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2359271-20150128,2359271,"FIRECAKES TRUCK ONE, LLC",FIRECAKES TRUCK,68 W HUBBARD ST,CHICAGO,IL,60654
2211440-20150416,2381669,THE PASTA BOWL COMPANY,The Pasta Bowl and The Other Side Bar,2434-2436 N CLARK ST,CHICAGO,IL,60614
2390926-20230716,2909193,ANDRES QUILES ROJAS,MR QUILES ICE CREAM TRUCK # 3,2300 S THROOP ST,CHICAGO,IL,60608
2626305-20200816,2737059,"EL AZTECA SANCHEZ, INC.",EL AZTECA SANCHEZ #1,2300 S THROOP ST 1,CHICAGO,IL,60608
2423147-20160120,2423147,TAQUERIA LOS PATRONCITOS CO.,LA JEFA,324 N LEAVITT ST,CHICAGO,IL,60612
2211606-20121229,2211606,SILVIA VILLASENOR,ALASKA PALETERIA Y NEVERIA,3446 W IRVING PARK RD,CHICAGO,IL,60618
2385506-20150604,2385506,THE HAPPY LOBSTER LLC,THE HAPPY LOBSTER LLC,116 N ABERDEEN ST,CHICAGO,IL,60607
2314244-20160316,2445449,CHICAGO LOCAL MARKETS LLC,THE ROOST,1467 W IRVING PARK RD,CHICAGO,IL,60613
2163572-20120718,2163572,ICE CUBED LLC,ICE CUBED LLC,1509 - 1511 W LAWRENCE AVE 1ST,CHICAGO,IL,60640
1476792-20120116,2126013,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2211387-20121229,2211387,APOLINAR VAZQUEZ,KING CON ICE CREAM,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2379917-20150211,2379917,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2589314-20180515,2589314,"JUST HUMMUS, LLC",JUST HUMMUS,324 N LEAVITT ST,CHICAGO,IL,60612
2211419-20130516,2242076,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2252804-,2252804,RAUL MARTINEZ,PALETEIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2327827-20160516,2456739,CELIA MUNDO & ALEJANDRO MENDOZA,HELADOS MUNDOS,2637 S THROOP ST,CHICAGO,IL,60608
2246695-20141117,2246695,"CHICAGO'S FINEST DELI ON WHEELS, LLC",CHICAGO'S FINEST DELI ON WHEELS,324 N LEAVITT ST,CHICAGO,IL,60612
2658802-20191016,2686233,TACO MARIO'S LIMITED,TACO MARIO'S VIN#5B4HP42V443387077 PL#2621843VB,2300 S THROOP ST,CHICAGO,IL,60608
2102758-20110706,2102758,RUTILIO GONZALEZ,JUNIOR FREEZE,8501 S COMMERCIAL AVE 1ST,CHICAGO,IL,60617
2211327-20130316,2226268,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2762854-20210108,2762854,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2211374-20121229,2211374,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2308896-20170227,2308896,"GOBBLE DOGGS, LLC","GOBBLE DOGGS, LLC",324 N LEAVITT ST,CHICAGO,IL,60612
2256475-20170616,2527021,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211554-20170316,2509702,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2211386-20121229,2211386,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2411323-20150630,2411323,JESUS CASTELAN,ABIGAIL'S ICE CREAM,2300 S THROOP ST,CHICAGO,IL,60608
2627041-20190403,2627041,MR BROAST ROSEMONT INC.,MR. BROAST,7104 N MANNHEIM RD 1,ROSEMONT,IL,60018
2252787-20130424,2252787,ALFREDO MEJIA,ALFREDO MEJIA,3500 W MONTROSE AVE 1 1,CHICAGO,IL,60618
2314228-20140311,2314228,NEIGHBOR CAPITAL LLC,Neighbor Capital,3938 W MADISON ST,CHICAGO,IL,60624
2278187-20130801,2278187,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,CATHOLIC CHARITIES,721 N LA SALLE DR,CHICAGO,IL,60610
2256478-20150616,2396297,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211542-20131216,2292396,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1ST,CHICAGO,IL,60630
2256371-20130520,2256371,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211311-20150316,2375469,"PALETERIAS MONARCA, CORP.","PALETERIAS MONARCA, CORP.",6955 N CLARK ST,CHICAGO,IL,60626
2374042-20190316,2645344,BISI INC.,BISI RESTAURANT,853 S ROSELLE RD,SCHAMBURG,IL,60193
2380093-20150211,2380093,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2501804-20170406,2501804,Chicago Scoops LLC,COLD STONE CREAMERY #20658,20 W OHIO ST,CHICAGO,IL,60654
2506234-20170112,2506234,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD,4171 S ARCHER AVE,CHICAGO,IL,60632
2211638-20121229,2211638,"SUGARPIE BAKERY AND CAFE, LLC","SUGARPIE BAKERY AND CAFE, LLC",324 N LEAVITT ST 1 1,CHICAGO,IL,60612
2631909-20181119,2631909,YOLIS TAMALES LLC,YOLIS TAMALES,5002 S WESTERN AVE,CHICAGO,IL,60609
1476793-20120116,2126014,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2256457-20190616,2670621,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2404601-20150605,2404601,3 ABEJAS CORP.,3 ABEJAS CORP.,2747 W CERMAK RD,CHICAGO,IL,60608
2103699-20120116,2126859,APOLINAR VAZQUEZ,KING CON ICE CREAM,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2564426-20180126,2564426,EL RANCHITO TACOS CORP.,EL RANCHITO TACOS,2300 S THROOP ST,CHICAGO,IL,60608
2492846-20190316,2645615,T&J FOOD SERVICES LLC,SAUSAGE FEST,2300 S THROOP ST 1,CHICAGO,IL,60608
2368441-20160115,2368441,LAURA PACHECO,LAURA'S CATERING SERVICE,2637 S THROOP ST,CHICAGO,IL,60608
2262479-20130710,2262479,THE LIFEWAY KEFIR SHOP LLC,LIFEWAY KEFIR SHOP,324 N LEAVITT ST,CHICAGO,IL,60612
2179404-20120919,2179404,STOP N GO LLC,STOP N GO LLC,324 N LEAVITT ST,CHICAGO,IL,60612
2657982-20210616,2784445,THE HAPPY LOBSTER LLC,THE HAPPY LOBSTER,2300 S THROOP ST,CHICAGO,IL,60608
2211465-20130916,2274183,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2263235-20150716,2402511,"VALENTINA FOOD TRUCKS, LLC",THE SLIDE RIDE,3006 N ELSTON AVE,CHICAGO,IL,60618
2211501-20121229,2211501,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 18,CHICAGO,IL,60623
2256311-20131010,2256311,NOURISH FOODS GROUP LLC,KIM AND SCOTT'S CRAVE BAR,7637 S WESTERN AVE,CHICAGO,IL,60620
2211461-20170916,2545467,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2333932-20150604,2333932,HUBERT POWELL,3JJJ'S BETTER TASTE JAMAICAN JERK RESTAURANT,409 E 103RD ST 1ST,CHICAGO,IL,60628
2379909-20150211,2379909,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2246929-20130417,2246929,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2289758-20140816,2338414,PIZZA YOU CAN'T REFUSE INC.,CAPONIES TRATTORIA,7419 W IRVING PARK RD 1ST,CHICAGO,IL,60634
2627365-20190104,2627365,"BNT ENTERPRISES, INC",SNAK-O-RAMA,4100 S ASHLAND AVE,CHICAGO,IL,60609
2469229-20160901,2469229,HUBERT POWELL,3JJJ'S BETTER TASTE JAMAICAN JERK RESTAURANT,409 E 103RD ST,CHICAGO,IL,60628
2211517-20121229,2211517,FIFTY FOUR ELEVEN LLC,FIFTY FOUR ELEVEN,324 N LEAVITT ST,CHICAGO,IL,60612
2379927-20150211,2379927,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2211438-20121229,2211438,"REMEDY CHICAGO, INC.","REMEDY CHICAGO, INC.",970  CRISS CIR,ELK GROVE VILLAGE,IL,60007
2211588-20150316,2378037,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2211487-20121229,2211487,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 4,CHICAGO,IL,60623
2256546-20230616,2904061,"VPC PIZZA TRUCK I, LLC",GIORDANO'S OF RUSH,730 N RUSH ST,CHICAGO,IL,60611
2428508-20230716,2909194,ANDRES QUILES ROJAS,MR QUILES MEXICAN FOOD #4,2300 S THROOP ST,CHICAGO,IL,60608
2252832-20140316,2314982,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2211492-20180816,2604723,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 9,CHICAGO,IL,60623
2247218-20130416,2247218,WALGREEN CO.,up market: fresh by Walgreens,2300 S THROOP ST 1,CHICAGO,IL,60608
2211455-20170916,2545461,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211488-20140816,2338205,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 5,CHICAGO,IL,60623
2211460-20150916,2414791,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2694909-20210716,2790965,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2211420-20121229,2211420,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2631909-20220516,2839048,YOLIS TAMALES LLC,YOLIS TAMALES,5002 S WESTERN AVE,CHICAGO,IL,60609
2211428-20121229,2211428,"PARS ICE CREAM CO, INC.","PARS ICECREAM CO, INC",4825 W ARTHINGTON ST,CHICAGO,IL,60644
2256349-20170616,2527004,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2379926-20150211,2379926,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2738780-20200813,2738780,DOWNSTATE DONUTS LLC,DOWNSTATE DONUTS,324 N LEAVITT ST,CHICAGO,IL,60612
2256354-20130520,2256354,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211489-20121229,2211489,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 6,CHICAGO,IL,60623
2368923-20170716,2534278,BSCW ON WHEELS LLC,BIG SHOULDERS COFFEE,324 N LEAVITT ST,CHICAGO,IL,60612
2817528-20211203,2817528,"AUNTIE VEE'S, INC.",AUNTIE VEE'S KITCHEN,2300 S THROOP ST,CHICAGO,IL,60608
2487481-20161007,2487481,"KATE & JAN, CORP.",KATE & JAN HOT DOGS,2300 S THROOP ST,CHICAGO,IL,60608
2221078-20130906,2221078,PERK UP INC.,PERK UP INC.,2300 S THROOP ST,CHICAGO,IL,60608
2256344-20150616,2396276,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2152004-20120426,2152004,I HEART HUMMUS LLC,I HEART HUMMUS,324 N LEAVITT ST 1ST,CHICAGO,IL,60612
2689016-20210816,2795461,ESTHER'S ICE CREAM LLC,ESTHER'S ICE CREAM,324 N LEAVITT ST,CHICAGO,IL,60612
2211405-20121229,2211405,MARIA O MORENO,PALETERIA ALEX,5420 W FULLERTON AVE,CHICAGO,IL,60639
2211579-20210316,2769431,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2211464-20121229,2211464,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2966106-20240528,2966106,T&J FOOD SERVICES LLC,T&J FOOD SERVICES LLC,135 N KEDZIE AVE,CHICAGO,IL,60612
2918599-20230901,2918599,QUERETACO INC.,QUERETACO ANDANDO,135 N KEDZIE AVE,CHICAGO,IL,60612
2616496-20180816,2616496,LOUD MOUTH FOOD BIKES LLC,LOUD MOUTH FOOD BIKES,324 N LEAVITT ST,CHICAGO,IL,60612
2211543-20160616,2461714,BOMBAY WRAPS CO.,BOMBAY WRAPS,122 N WELLS ST,CHICAGO,IL,60606
2211482-20130516,2243548,WOW BAO LLC,WOW BAO,175 W JACKSON BLVD 1ST,CHICAGO,IL,60604
2911950-20230706,2911950,"GLOW SUPERFOOD, LLC",GLOW SUPERFOOD,3720 N LINCOLN AVE  1,CHICAGO,IL,60613
2470451-20180516,2588303,YOLIS TAMALES LLC,YOLIS TAMALES,5002 S WESTERN AVE 1ST,CHICAGO,IL,60609
2492637-20240516,2959908,YOLIS TAMALES LLC,YOLIS TAMALES,5002 S WESTERN AVE 1ST,CHICAGO,IL,60609
2211488-20160816,2473507,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 5,CHICAGO,IL,60623
2211328-20150316,2375526,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2211628-20121229,2211628,"NIMBU, INC.",THE CURRY CRUISER,2325 W NORTH AVE 1ST,CHICAGO,IL,60647
2252765-,2252765,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2245335-20160916,2481353,TAMALLI SPACE CHARROS LLC,TAMALLI SPACE CHARROS LLC,324 N LEAVITT ST 1,CHICAGO,IL,60612
2469800-20170612,2469800,SARAH VICTORIA RUSSO,YUMMPOPS,324 N LEAVITT ST,CHICAGO,IL,60612
1476458-20120116,2126005,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2233010-20130912,2233010,"HAUTE & READY, LTD.","HAUTE & READY, LTD.",324 N LEAVITT ST,CHICAGO,IL,60612
2211449-20121229,2211449,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843-2847 W 63RD ST,CHICAGO,IL,60629
2446963-20190616,2662478,THE HAPPY LOBSTER LLC,THE HAPPY LOBSTER,2300 S THROOP ST,CHICAGO,IL,60608
2785929-20220223,2785929,"FIESTA TAMALERIA EL BARRIO, INC.","FIESTA TAMALERIA EL BARRIO, INC.",1820 W 18TH ST 1,CHICAGO,IL,60608
2256386-20130520,2256386,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211459-20130916,2274177,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2252698-20130522,2252698,1840 NORTH AVE. CORP.,ETTA,1840-1842 W NORTH AVE 1,CHICAGO,IL,60622
2211463-20121229,2211463,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2247045-20130520,2247045,GUSTAVO MORA,DELICIA'S ICE CREAM,2813 W CERMAK RD,CHICAGO,IL,60623
1804353-20120116,2126021,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERNIG CO,1204 W 36TH PL,CHICAGO,IL,60609
2589683-20180501,2589683,"PALETERIA BAMBI, INC.","PALETERIA BAMBI, INC.",2051 W 47TH ST,CHICAGO,IL,60609
2211303-20130316,2226183,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2385448-20170316,2510443,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2211322-20190316,2653285,RAFAEL MAGALLON,Paleteria Juarez,2215 S KEDZIE AVE  1ST,CHICAGO,IL,60623
2263359-20170616,2526574,"LMP SERVICES, INC.",CUPCAKES FOR COURAGE,108 W PARK,ELMHURST,IL,60126
2211423-20130516,2242080,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2559985-20200203,2559985,DELI KING INC.,DELI KING INC.,2300 S THROOP ST 1,CHICAGO,IL,60608
2321266-20140523,2321266,TNI LLC,Rosati's Pizza,4863 N BROADWAY  1ST B,CHICAGO,IL,60640
2608563-20180727,2608563,"MARTINEZ ICE POPS, INC.",ISLA TROPICAL,3736 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2840820-20220509,2840820,"MR. QUILES, INC.",LA GUERITA MEXICAN SHACK,2300 S THROOP ST,CHICAGO,IL,60608
21313-20110516,2085900,"PARS ICE CREAM CO, INC.",PARS ICE CREAM CO. INC.,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2211557-20170316,2509703,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2476379-20170310,2476379,"SUSHI BADAYA, INC.",IZAKAYA YUME,950  ESTES AVE,SCHAUMBURG,IL,60193
2211373-20140416,2309976,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2211455-20121229,2211455,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2289758-20140513,2289758,PIZZA YOU CAN'T REFUSE INC.,CAPONIES TRATTORIA,7419 W IRVING PARK RD 1ST,CHICAGO,IL,60634
2252819-,2252819,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2211289-20121229,2211289,"CAPONIES, INC.",CAPONIES CAFE & PIZZA,3350 N HARLEM AVE,CHICAGO,IL,60634
2670223-20190529,2670223,ASHLEY EALY,EXTREME BOUNCE HOUSE INFLATABLES,324 S LEAVITT ST 1ST 100,CHICAGO,IL,60612
2211643-20121229,2211643,"STEAKW' CH, INC.","STEAKW' CH, INC.",67  EISENHOWER LN SOUTH  1ST,LOMBARD,IL,60148
2252712-20140816,2350423,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2627726-20190710,2627726,DIFFERENCE AFRICAN CATERING & GROCERIES CORP.,DIFFERENCE AFRICAN CATERING & GROCERIES CORP.,2504  173RD ST,LANSING,IL,60438
2211346-20150516,2387002,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2211427-20121229,2211427,"PARS ICE CREAM CO, INC.","PARS ICE CREAM CO, INC.",4825 W ARTHINGTON ST,CHICAGO,IL,60644
2589700-20180501,2589700,"PALETERIA BAMBI, INC.","PALETERIA BAMBI, INC.",2051 W 47TH ST,CHICAGO,IL,60609
2252242-20130425,2252242,"ZBM ENTERPRISES, LTD.",THE BIG SHISH,2300 S THROOP ST,CHICAGO,IL,60608
2256478-20130520,2256478,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2240789-20160616,2462344,PIZZA TRUCK LLC,CHICAGO PIZZA BOSS,247 N YORK RD,ELMHURST,IL,60126
2256485-20130520,2256485,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2256382-20130520,2256382,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2684518-20210702,2684518,"STEVEN ANTI KREATIONS, LLC",KONA ICE OF NILES,2300 S THROOP ST,CHICAGO,IL,60608
2458565-20220716,2848793,BEEYOO PROPERTIES LLC,LA COCINITA FOOD TRUCK CHICAGO,1625  CHICAGO AVE,EVANSTON,IL,60201
2211489-20180816,2604720,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 6,CHICAGO,IL,60623
2252818-,2252818,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2211554-20130316,2228982,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2886723-20230314,2886723,DELICIAS TACOS INC.,DELICIAS TACOS INC.,2300 S THROOP ST,CHICAGO,IL,60608
2256479-20170616,2527025,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211626-20121229,2211626,CURRY CATERING LLC,CURRY CATERING,2296 S BLUE ISLAND AVE 1,CHICAGO,IL,60608
2522500-20170613,2522500,"DEETER COOKIES, LLC",DEETER COOKIES,37  SHERWOOD TER  107,LAKE BLUFF,IL,60044
2349251-20140806,2349251,"LMP SERVICES, INC.",COURAGEOUS BAKERY,108 W PARK,ELMHURST,IL,60126
2211310-20170316,2507465,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
